User,Tweet ID,Date Created,Source of Tweet,Tweet,labelling,tweet2
protesbedes,1.58e+18,2022-10-20 10:01:39+00:00,Twitter for Android,"âœ¨Dionne Kemeja Formal Wanita
Big size ðŸ“Œ
Polyhazel premiumðŸ“Œ halus, adem, super nyaman, ngga gampang kusut, ngga kaku dan tidak terawang
ðŸ›’https://t.co/YJn6LrLiVu

#MalingMemanggil Batik Air Risol Rp 100.000 Psikopat Serem Dilan Dimasukin Kemenkes BPOM Aldi Taher Gapake Tempe https://t.co/aJ1mhCxcBF",0.0,âœ¨dionne kemeja formal wanita big size ðÿ“œ polyhazel premiumðÿ“œ halus adem super nyaman ngga gampang kusut ngga kaku dan tidak terawang ðÿ›’ batik air risol rp psikopat serem dilan dimasukin kemenkes bpom aldi taher gapake tempe
suryatnarich,1.58e+18,2022-10-20 10:00:46+00:00,Twitter for Android,"DI SAAT ORANG LAIN MULAI MENJAUHI..
DI SAAT MELANGKAH TANPA ADA YG MENEMANI YAKINLAH SELALU ADA ALLAH MEMBERSAMAI KITA DALAM SETIAP KEADAAN...

SEMOGA IA TUNJUKAN JALAN TERBAIK UNTUK KITA..

#SupporterMelawan 
#MalingMemanggil 
Batik Air https://t.co/KnCAVzQCMU",0.0,di saat orang lain mulai menjauhi di saat melangkah tanpa ada yg menemani yakinlah selalu ada allah membersamai kita dalam setiap keadaan semoga ia tunjukan jalan terbaik untuk kita batik air
LisanaShidqin5,1.58e+18,2022-10-20 09:59:15+00:00,Twitter Web App,"sejahat-jahatnya semesta, lebih jahat lagi orang yang ngediemin kita tanpa ngasih tau letak kesalahan kita dimana

Batik Air BPOM #YeoJinGoo",0.0,sejahatjahatnya semesta lebih jahat lagi orang yang ngediemin kita tanpa ngasih tau letak kesalahan kita dimana batik air bpom
rachmanova_,1.58e+18,2022-10-20 09:58:08+00:00,Twitter for iPhone,"BATIK AIR mah lagu lama itu. Baru viral skrg krn public figure yg bring up. Bukan hanya ganti jam, flight gw terakhir malah bandara arrival diganti hari H ðŸ˜„ Hey Batik Air, saya nih juga penumpang yang selalu book business class di setiap saya terbang sama andaâ€¦ https://t.co/pPy2hj3vHB",1.0,batik air mah lagu lama itu baru viral skrg krn public figure yg bring up bukan hanya ganti jam flight gw terakhir malah bandara arrival diganti hari h ðÿ˜„ hey batik air saya nih juga penumpang yang selalu book business class di setiap saya terbang sama andaâ€¦
notyour_own,1.58e+18,2022-10-20 09:57:25+00:00,Twitter for Android,Batik Air ngopo meneh...?? ðŸ˜„ðŸ˜„ðŸ¤­ðŸ¤­,1.0,batik air ngopo meneh ðÿ˜„ðÿ˜„ðÿ¤­ðÿ¤­
fdiaprian,1.58e+18,2022-10-20 09:56:56+00:00,Twitter for iPhone,Heleh heleh.. ku tandain kau batik air.. https://t.co/46ys4E4zhD,1.0,heleh heleh ku tandain kau batik air
BaekSoMie,1.58e+18,2022-10-20 09:56:39+00:00,Twitter Web App,"Lama lama capek juga ya banyak yg dateng tapi cuma penasaran doang gak ada yang serius.

Batik Air BPOM",1.0,lama lama capek juga ya banyak yg dateng tapi cuma penasaran doang gak ada yang serius batik air bpom
HelooShineey,1.58e+18,2022-10-20 09:56:02+00:00,Twitter for Android,"@txtdariterserah Inget banget dulu kejadian nya sama, naik Batik Air, tiba2 jam keberangkatan dimajuiin, sampe bandara pesawat udh terbang tp alhamdulillah diganti tiket nya sama keberangkatan bsk nyaa",1.0,inget banget dulu kejadian nya sama naik batik air jam keberangkatan dimajuiin sampe bandara pesawat udh terbang tp alhamdulillah diganti tiket nya sama keberangkatan bsk nyaa
Suara_Rakyat5,1.58e+18,2022-10-20 09:53:44+00:00,Twitter Web App,"Jokowi Optimis 2023 Indonesia Tidak ""GELAP"". 

#ScientistGanteng 
#DenmarkOpen2022 
Kyle 
BOOM 
Batik Air ,,,,,1
Rp 100.000 https://t.co/8zRbjzo4pV",0.0,jokowi optimis indonesia tidak gelap kyle boom batik air rp
Elghuvven,1.58e+18,2022-10-20 09:53:10+00:00,Twitter Web App,"Jujur luka yg paling ga sembuh2 dan terawet yg pernah didapet tuh luka dari hubungan yg belum sempat ada status pasti.

Masih sekadar hampir.
Hampir dapet restu.
Hampir jadi sepasang kekasih.
Hampir bersama.
Hampir bahagia.

Batik Air BPOM",0.0,jujur luka yg paling ga dan terawet yg pernah didapet tuh luka dari hubungan yg belum sempat ada status pasti masih sekadar hampir hampir dapet restu hampir jadi sepasang kekasih hampir bersama hampir bahagia batik air bpom
julienestmuren,1.58e+18,2022-10-20 09:53:01+00:00,Twitter for iPhone,Aiyokk batik air ðŸ˜– https://t.co/FnrZpFOWgk,0.0,aiyokk batik air ðÿ˜–
biskuitwinibiti,1.58e+18,2022-10-20 09:53:00+00:00,Twitter for iPhone,"AYO GAIS YG MAU JOIN GRUP TELE ISINYA DISKON DAN REKOMENDASI PRODUK DI TOKO OREN ðŸ§¡ðŸŠ

Link tele : https://t.co/7PDRFMhfsA

Gapake, bpom, psikopat, batik air, kyle https://t.co/iAOcy7JoZN",0.0,ayo gais yg mau join grup tele isinya diskon dan rekomendasi produk di toko oren ðÿ§¡ðÿš link tele gapake bpom psikopat batik air kyle
SpillRacunOOTD,1.58e+18,2022-10-20 09:51:19+00:00,Rekomendasi Produk,"Rekomendasi Outfit Putih

-- A Thread --

-----
Team Spirit Anggota #TheInternational2022 Tempe #TEN_Birthday YOU KNOW WHAT'S COOKING SEUNGMIN 2ND OST OUT NOW Bias in Private Batik Air Kamis 20 Oktober 2022 BPOM #SUPORTERMELAWAN Boom Tukang Perfect Strangers Dilan https://t.co/ejWoR09YQa",0.0,rekomendasi outfit putih a thread team spirit anggota tempe you know whats cooking seungmin ost out now bias in private batik air kamis oktober bpom boom tukang perfect strangers dilan
Info_Nusantara2,1.58e+18,2022-10-20 09:50:57+00:00,Twitter Web App,"Lagian Si Bambang Kurang Kerjaan Bangat Dah! ðŸ¤£ 

#KonyolRupiahTKO 
#SUPORTERMELAWAN 
BPOM 
Batik Air
BOOM 
Tempe https://t.co/PZ97KnbxHj",0.0,lagian si bambang kurang kerjaan bangat dah ðÿ¤£ bpom batik air boom tempe
m_ramdany7,1.58e+18,2022-10-20 09:50:23+00:00,Twitter for iPhone,"Rekomendasi sabun wajah, yg bisa menyembuhkan jerawat &amp; memutihkan kulit wajah 

- a thread 

Batik Air Kyle YOU KNOW WHATâ€™S COOKING SEOKJIN NCT LAB Ari Lasso Boom Ibot Gapake Yatoro Black Adam 
#skincare #BlackAdam https://t.co/x9PRKGH9jm",0.0,rekomendasi sabun wajah yg bisa menyembuhkan jerawat amp memutihkan kulit wajah a thread batik air kyle you know whatâ€™s cooking seokjin nct lab ari lasso boom ibot gapake yatoro black adam
sinicheckout,1.58e+18,2022-10-20 09:49:54+00:00,Twitter for Android,Dilan Batik Air Dimasukin #ScientistGanteng Rp 100.000 https://t.co/aNNMpip562,0.0,dilan batik air dimasukin rp
KuyangKayang11,1.58e+18,2022-10-20 09:48:41+00:00,Twitter Web App,"Maju terus indonesiakuðŸ‡®ðŸ‡©
Bintang Emon | #MUNTOT | OPEN PO | Batik Air | FIFA | Iklan Rasa Film | #KonyolRupiahTKO https://t.co/vEEn2EE66w",0.0,maju terus indonesiakuðÿ‡®ðÿ‡© bintang emon open po batik air fifa iklan rasa film
shira5555555,1.58e+18,2022-10-20 09:47:05+00:00,Twitter for Android,"ayo klaim thr dari saya
saya telah mengirimka #shopeepaythr ðŸ§§. ayo, ambil di sini sebelum habis ðŸ‘‰ðŸ‘‰ https://t.co/4Bs3cM1iBp

Hamil ari lasso monas iko uwais bumn ngambek golden ticket kemenkes pssi aldi taher risol kebelet batik air tempe serem jaki boom kaesang",0.0,ayo klaim thr dari saya saya telah mengirimka ðÿ§§ ayo ambil di sini sebelum habis ðÿ‘‰ðÿ‘‰ hamil ari lasso monas iko uwais bumn ngambek golden ticket kemenkes pssi aldi taher risol kebelet batik air tempe serem jaki boom kaesang
Mattzami3,1.58e+18,2022-10-20 09:45:50+00:00,Twitter for Android,"Ketinggalan Pesawat di Singapura, Ari Lasso; Kita Terdampar 
@AriLasso4
@BatikAirINA
@BatikAir_ID
@lionairgroup
@AngkasaPura_2
https://t.co/E8F2tMrfan",0.0,ketinggalan pesawat di singapura ari lasso kita terdampar
Bananasp09,1.58e+18,2022-10-20 09:44:53+00:00,Twitter for Android,"OUTFIT CANTIK BUAT HANGOUT

Baju https://t.co/dBoulac9qR
Celana https://t.co/JSUSKq6iAJ
Hijab https://t.co/ZXWSIRt7kZ
Kalung https://t.co/wBbfmrUYiW
Tas https://t.co/ZOeGU2em23
Case https://t.co/XdVCQZvX2W 

#ootdfashion boom gapake #shopee nct batik air #JinXColdplay kyle jaki https://t.co/q3gT8tjlHr",0.0,outfit cantik buat hangout baju celana hijab kalung tas case boom gapake nct batik air kyle jaki
shopeeholicmom,1.58e+18,2022-10-20 09:43:31+00:00,Twitter for Android,"Blouse gemes nih buat ootd ke kampus ðŸ˜‰

t. Golden ticket iko uwais amanda zahra risol winwin ginting kamis batik air Voldemort kyle Seokjin gapake bsi mobile nct lab boom #ZeeSlay #TheAstronaut  #TWICE_7TH_ANNIVERSARY #ScientistGanteng https://t.co/D0Mhfbi9QR",0.0,blouse gemes nih buat ootd ke kampus ðÿ˜‰ t golden ticket iko uwais amanda zahra risol winwin ginting kamis batik air voldemort kyle seokjin gapake bsi mobile nct lab boom
trustedable,1.58e+18,2022-10-20 09:43:05+00:00,Twitter for Android,"Earphone Wireless buat Dengar Lagu, Ngegame, Kulon

t. NCT LAB Kyle BOOM t. lee jeno bias in private erika batik air renjun heâ€™s 37 nct dream the movie jinyoung christiano ronaldo #TI11  #ScientistGanteng  #LoveInContractEp9 #BlackAdam #MalingMemanggil BPOM #TheAstronaut cringe https://t.co/H6mR9CibZ4",0.0,earphone wireless buat dengar lagu ngegame kulon t nct lab kyle boom t lee jeno bias in private erika batik air renjun heâ€™s nct dream the movie jinyoung christiano ronaldo bpom cringe
racunindo,1.58e+18,2022-10-20 09:43:02+00:00,Twitter Web App,"earth-tone outfit idea ðŸ‚

â€”thread

argentina perfect strangers boom iklan rasa film gapake soklin antisep fifa nct lab black adam ginting jaki batik air you know what's cooking fajri indonesia ootd fashion kyle seokjin jakarta #TI11 #TheAstronaut #yPrimeVideo #JinXColdplay https://t.co/adjPsjJUHg",0.0,earthtone outfit idea ðÿ‚ â€”thread argentina perfect strangers boom iklan rasa film gapake soklin antisep fifa nct lab black adam ginting jaki batik air you know whats cooking fajri indonesia ootd fashion kyle seokjin jakarta
fajaronline,1.58e+18,2022-10-20 09:42:38+00:00,IFTTT,Ari Lasso Ceritakan Kekecewaannya ke Batik Air https://t.co/ZTyvmVRJM5,2.0,ari lasso ceritakan kekecewaannya ke batik air
trasafood,1.58e+18,2022-10-20 09:41:49+00:00,Twitter Web App,"Kalimat yang memiliki power untuk diri sendiri dan orang lain adalah ketika kita mengucapkan, ""terimakasih.""

#PrayForBali #BatikAir #informasi #berita #kabarmakassar #infojakarta #resep #masakan #tips",0.0,kalimat yang memiliki power untuk diri sendiri dan orang lain adalah ketika kita mengucapkan terimakasih
Jatengpostcom,1.58e+18,2022-10-20 09:38:58+00:00,Twitter for Android,"Viral!! Ari Lasso Ditinggal Pesawat Batik Air Di Singapura, Ada Apa Nih?  https://t.co/Bl1u9hxhOO",0.0,viral ari lasso ditinggal pesawat batik air di singapura ada apa nih
berdiskursus,1.58e+18,2022-10-20 09:38:06+00:00,Twitter for iPhone,"@txtfrombrand Omg, aku juga dari Kuala Lumpur naik batik air ðŸ¤¡ untung ngga ada kejadian aneh-aneh, other than the custom officersâ€™ attitude and they did not want to speak English! So backwards.",1.0,omg aku juga dari kuala lumpur naik batik air ðÿ¤¡ untung ngga ada kejadian anehaneh other than the custom officersâ€™ attitude and they did not want to speak english so backwards
De_Liput,1.58e+18,2022-10-20 09:38:03+00:00,Twitter Web App,"Kronologi Ari Lasso Ditinggal Pesawat di Singapura, Tiket Diganti Batik Air
https://t.co/NgtFNYwTuL",0.0,kronologi ari lasso ditinggal pesawat di singapura tiket diganti batik air
bearrieserenity,1.58e+18,2022-10-20 09:37:25+00:00,Twitter for Android,"backpack pria wanita muat laptop

ðŸŽ’ https://t.co/BjobZdDJYr
ðŸŽ’ https://t.co/3q58vE31Px
ðŸŽ’ https://t.co/fucL248uLY

kerja kuliah ipad tab risol batik air gapake hekter perfect strangers nct lab ginting bsi mobile bias in private aura soklin antisep #primevideo #scientistganteng https://t.co/8c5HQMf9sJ",0.0,backpack pria wanita muat laptop ðÿž’ ðÿž’ ðÿž’ kerja kuliah ipad tab risol batik air gapake hekter perfect strangers nct lab ginting bsi mobile bias in private aura soklin antisep
biskuitwinibiti,1.58e+18,2022-10-20 09:36:50+00:00,Twitter for iPhone,"Bpom, kyle, gapake, psikopat batik air #27vekilkim 

Link beli https://t.co/3PDpujwJ5G https://t.co/rJiqFnRTie",0.0,bpom kyle gapake psikopat batik air link beli
CNNIndonesia,1.58e+18,2022-10-20 09:35:42+00:00,detikcommunity,Ari Lasso Disambut di Bandara Usai Drama Ditinggal Pesawat Batik Air https://t.co/PHmqeCo6rJ,2.0,ari lasso disambut di bandara usai drama ditinggal pesawat batik air
racunnyasele,1.58e+18,2022-10-20 09:35:18+00:00,Twitter for iPhone,"baju cardigan blouse kaos outfit kuliah kampus

t. dilan jungler bias in private lee jeno letâ€™s goooo risol boom narnia batik air psikopat dimasukin hamil shindong minions yatoro champ serem golden ticket ems tax yaturu #ETHW #racunshopee #shopeeaffiliate #shopeeaffiliates https://t.co/wIEjpRPvDC",0.0,baju cardigan blouse kaos outfit kuliah kampus t dilan jungler bias in private lee jeno letâ€™s goooo risol boom narnia batik air psikopat dimasukin hamil shindong minions yatoro champ serem golden ticket ems tax yaturu
Juna_Jun2,1.58e+18,2022-10-20 09:34:15+00:00,Twitter for Android,"Hamil Serem Batik Air Dimasukin 
https://t.co/bM8HpVS5KW",0.0,hamil serem batik air dimasukin
eshalcaree,1.58e+18,2022-10-20 09:32:26+00:00,Twitter for Android,https://t.co/Ln0JQHepYw #PrayForBali batik air #BlackAdam #ANISD banjir #SANGE_AAAAAAAAAA #SaldoKaget kdrt https://t.co/klxKvSjKjW,0.0,batik air banjir kdrt
anggunpramita15,1.58e+18,2022-10-20 09:31:37+00:00,Twitter for Android,"https://t.co/nvMfQbH7Gx

#SANGE_AAAAAAAAAA #PrayForBali "" batik air """,0.0,batik air
Juna_Jun2,1.58e+18,2022-10-20 09:31:00+00:00,Twitter for Android,"Hamil serem Batik Air Rp 10.000
https://t.co/7LvNL8HVk9",0.0,hamil serem batik air rp
Iniaku52020340,1.58e+18,2022-10-20 09:28:32+00:00,Twitter Web App,"POSTMALANG ,- Sri yang mendengar pertanyaan itu awalnya kaget. Dengan gagap, Sri menjawab bahwa benar ia lahir di hari Kliwon namun ia tidak tahu bahwa itu adalah hari Jumat. #horor #kisahseram #ceritaseram #sewudino #sewudinobagian2 #batikair 

https://t.co/zhkHRw7w4v",0.0,postmalang sri yang mendengar pertanyaan itu awalnya kaget dengan gagap sri menjawab bahwa benar ia lahir di hari kliwon namun ia tidak tahu bahwa itu adalah hari jumat
caepriecrxn_,1.58e+18,2022-10-20 09:28:08+00:00,Twitter for Android,"Supra bapak pala geter emang udah paling bener dah 
psikopat | serem | batik air | hamil | Rp 100.000 https://t.co/uGzU1Re7T8",0.0,supra bapak pala geter emang udah paling bener dah psikopat serem batik air hamil rp
liputan6dotcom,1.58e+18,2022-10-20 09:27:32+00:00,dlvr.it,VIDEO: Viral! Ari Lasso Kesal Gegara Ditinggal Pesawat Batik Air https://t.co/RC35t6P4Fo,0.0,video viral ari lasso kesal gegara ditinggal pesawat batik air
pogofmapp_id,1.58e+18,2022-10-20 09:25:45+00:00,Twitter for Android,"Halo Pogofriends! 
Yg lagi mantengin trending batik air, hamil, BOOM, serem, dan JAKI.

Info loker desainer sudah tersedia di POGO FM. 

Hadapi tantangan menjadi desainer di industri audio konten sambil a day in my life jadi anak SCBD?ðŸ¤«

More info on IG.
@hrdbacot
#lokercot https://t.co/AgG7cLuLak",0.0,halo pogofriends yg lagi mantengin trending batik air hamil boom serem dan jaki info loker desainer sudah tersedia di pogo fm hadapi tantangan menjadi desainer di industri audio konten sambil a day in my life jadi anak scbdðÿ¤« more info on ig
DSosial4,1.58e+18,2022-10-20 09:23:57+00:00,Twitter Web App,"BIGWIN GAME SLOT KOI GATE  (HABANERO) SOSIAL4D
MELEDAK MELETUP  NI KOI  NYA BOSKU JEJER 2ðŸ’¥
BANYAK KALI KOINYA BOSKU TUNGGU APA LAGI GASKAN LAH !!
Deposit  : 1,600,000.-
Withdraw : 12,500,000.-
Stake : 180.000.- 
#SOSIAL4D
#batikair https://t.co/RrTZOkjExr",0.0,bigwin game slot koi gate habanero meledak meletup ni koi nya bosku jejer ’¥ banyak kali koinya bosku tunggu apa lagi gaskan lah deposit withdraw stake
RizwanHerdians2,1.58e+18,2022-10-20 09:23:18+00:00,Twitter for Android,"Cek jam tangan pria classic retro import arab Geridun kalender otomatis stainless ukir antik unik tahan air tahan karat tanggal otomatis - jam original
âž¡ï¸ https://t.co/PNtAlOdqJh
Bias in private Yedam Hyunsuk Voldemort Asahi Kyle Batik air gapake BPOM Got7 first mv kemenkes RT https://t.co/5ZWmLU8R6d",0.0,cek jam tangan pria classic retro import arab geridun kalender otomatis stainless ukir antik unik tahan air tahan karat tanggal otomatis jam original âž¡ï¸ bias in private yedam hyunsuk voldemort asahi kyle batik air gapake bpom first mv kemenkes rt
UGCLogistics,1.58e+18,2022-10-20 09:23:08+00:00,Twitter Web App,"Psikopat serem itu Dimasukin apa sampe bisa hamili orang ? BOOM banget nih cerita yg lg viral di lift Serem banget, Batik Air juga serem. #PrayForBali semoga sudah surut dan dilindungi Allah SWT. JAKI dibuka Rp 100.000 siapa yg mau dapet ? #MalingMemanggil https://t.co/oYgw2PSZ25 https://t.co/Zn0ZCRNxqb",0.0,psikopat serem itu dimasukin apa sampe bisa hamili orang boom banget nih cerita yg lg viral di lift serem banget batik air juga serem semoga sudah surut dan dilindungi allah swt jaki dibuka rp siapa yg mau dapet
hhj0605,1.58e+18,2022-10-20 09:22:48+00:00,Twitter for Android,"@txtfrombrand Waduh koq gitu sih batik air

https://t.co/ar6pbA4LXr https://t.co/PeD58GACM1",0.0,waduh koq gitu sih batik air
potlot_id,1.58e+18,2022-10-20 09:22:16+00:00,Twitter for Android,"Kata-kata sore hari ini... 

PSIKOPAT naik batik air makan Risol gapake BPOM https://t.co/8tJKHCVH1d",0.0,katakata sore hari ini psikopat naik batik air makan risol gapake bpom
semmyoga,1.58e+18,2022-10-20 09:21:18+00:00,Twitter Web App,"Sunrise Yoga
https://t.co/bX6ztMd9RC
#yoga #yogastudio #yogagadingserpong #gadingserpong
Batik air",0.0,sunrise yoga batik air
biskuitwinibiti,1.58e+18,2022-10-20 09:20:42+00:00,Twitter for iPhone,"Psikopat, batik air, voldemort, hamil #ANISD #TheAstronaut #RRRInJapan #JinXColdplay 

Link beli https://t.co/XkhqUo0ATl https://t.co/cIzHmVz3wY",0.0,psikopat batik air voldemort hamil link beli
dipopini,1.58e+18,2022-10-20 09:16:38+00:00,Twitter for Android,"Bagaimana nasib mbk puan?
_______________________________
lagi tranding: #MalingMemanggil Batik air https://t.co/F4MZ8KE1HL",0.0,bagaimana nasib mbk puan lagi tranding batik air
IdDabe,1.58e+18,2022-10-20 09:14:57+00:00,Twitter for Android,Rp 100.000 Batik Air https://t.co/Qaji8klzsY,0.0,rp batik air
shira5555555,1.58e+18,2022-10-20 09:10:52+00:00,Twitter for Android,"ayo klaim thr dari saya
saya telah mengirimka #shopeepaythr ðŸ§§. ayo, ambil di sini sebelum habis ðŸ‘‰ðŸ‘‰ https://t.co/4Bs3cM1iBp

Hamil ari lasso monas iko uwais bumn ngambek golden ticket kemenkes pssi aldi taher risol kebelet batik air tempe serem jaki boom",0.0,ayo klaim thr dari saya saya telah mengirimka ðÿ§§ ayo ambil di sini sebelum habis ðÿ‘‰ðÿ‘‰ hamil ari lasso monas iko uwais bumn ngambek golden ticket kemenkes pssi aldi taher risol kebelet batik air tempe serem jaki boom
theboruss,1.58e+18,2022-10-20 09:10:35+00:00,Twitter for iPhone,batik air kacau,0.0,batik air kacau
jaemin_nuna,1.58e+18,2022-10-20 09:10:24+00:00,Twitter Web App,"Caption Hari Santri Nasional 22 Oktober 2022 dan Kata Ucapan untuk Posting Medsos IG, FB dan Twitter

Team Spirit
SEUNGMIN 2ND OST OUT NOW
Demag
Black Adam
FIFA
Ardyawan Halley
Iko Uwais
Steples
Batik Air
Psikopat
Erika
Hamil
Bias in Private #PARKJEONGWOO 
https://t.co/fb96buv6QV",0.0,caption hari santri nasional oktober dan kata ucapan untuk posting medsos ig fb dan twitter team spirit seungmin ost out now demag black adam fifa ardyawan halley iko uwais steples batik air psikopat erika hamil bias in private
okezonenews,1.58e+18,2022-10-20 09:10:00+00:00,TweetDeck,"Kronologi Ari Lasso ditinggal pesawat Batik Air di bandara Changi Singapura

https://t.co/Rl1S5Ots1b",0.0,kronologi ari lasso ditinggal pesawat batik air di bandara changi singapura
themaplemedia,1.58e+18,2022-10-20 09:09:15+00:00,IFTTT,"Musisi Ari Lasso mengkritik kinerja maskapai Batik Air terkait perubahan jadwal penerbangan yang membuatnya ketinggalan pesawat ketika hendak kembali ke Indonesia dari Singapura. 
 
Mantan vokalis Dewa 19 itu mendapat pemberitahuan bahwa penerbangannya yâ€¦ https://t.co/cw5iHJZKuo https://t.co/QtsxrqpRyY",0.0,musisi ari lasso mengkritik kinerja maskapai batik air terkait perubahan jadwal penerbangan yang membuatnya ketinggalan pesawat ketika hendak kembali ke indonesia dari singapura mantan vokalis dewa itu mendapat pemberitahuan bahwa penerbangannya yâ€¦
